title,author,added_date,filename,opf_title,opf_creator,opf_language,opf_source,opf_publisher,opf_identifier
果然我的青春恋爱喜剧搞错了 短篇集4 allstars,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 短篇集4 allstars.epub,果然我的青春恋爱喜剧搞错了 短篇集4 allstars,渡航,zh,https://www.wenku8.cc/book/1213.htm,小学馆,calibre:106
果然我的青春恋爱喜剧搞错了 结1 Yui'sstory,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 结1 Yuisstory.epub,果然我的青春恋爱喜剧搞错了 结1 Yui'sstory,渡航,zh,https://www.wenku8.cc/book/1213.htm,小学馆,calibre:113
果然我的青春恋爱喜剧搞错了 结2 Yui'sstory,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 结2 Yuisstory.epub,果然我的青春恋爱喜剧搞错了 结2 Yui'sstory,渡航,zh,https://www.wenku8.cc/book/1213.htm,小学馆,calibre:114
果然我的青春恋爱喜剧搞错了。 1,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 1.epub,果然我的青春恋爱喜剧搞错了。 1,渡航,zh,,kid by epub制作,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 10,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 10 1.epub,果然我的青春恋爱喜剧搞错了。 10,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 10.5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 10.epub,,,,,,
果然我的青春恋爱喜剧搞错了。 11,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 11.epub,果然我的青春恋爱喜剧搞错了。 11,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 12,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 12.epub,果然我的青春恋爱喜剧搞错了。 12,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 13,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 13.epub,果然我的青春恋爱喜剧搞错了。 13,渡航,zh-CN,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 14,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 14 1.epub,果然我的青春恋爱喜剧搞错了。 14,渡航,zh-CN,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 14.5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 14.epub,果然我的青春恋爱喜剧搞错了。 14.5,渡航,zh-CN,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 2,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 2.epub,果然我的青春恋爱喜剧搞错了。 2,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 3,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 3.epub,果然我的青春恋爱喜剧搞错了。 3,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 4,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 4.epub,果然我的青春恋爱喜剧搞错了。 4,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 5.epub,果然我的青春恋爱喜剧搞错了。 5,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 6,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 6 3.epub,果然我的青春恋爱喜剧搞错了。 6,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 6.25,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 6 1.epub,果然我的青春恋爱喜剧搞错了。 6.25,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 6.5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 6.epub,果然我的青春恋爱喜剧搞错了。 6.5,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 6.75,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 6 2.epub,果然我的青春恋爱喜剧搞错了。 6.75,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 7,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 7 1.epub,果然我的青春恋爱喜剧搞错了。 7,渡航,zh,,kid,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
果然我的青春恋爱喜剧搞错了。 7.5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 7.epub,果然我的青春恋爱喜剧搞错了。 7.5,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 8,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 8.epub,果然我的青春恋爱喜剧搞错了。 8,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。 9,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了 9.epub,果然我的青春恋爱喜剧搞错了。 9,渡航,zh-TW,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。新 2,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了新 2.epub,果然我的青春恋爱喜剧搞错了。新 2,渡航,zh-CN,花祈梦、一绪,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。新 3,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了新 3.epub,果然我的青春恋爱喜剧搞错了。新 3,渡航,zh-CN,MOR-MAU,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。新 4,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了新 4.epub,果然我的青春恋爱喜剧搞错了。新 4,渡航,zh-CN,核空核散,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。新 5,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了新 5.epub,果然我的青春恋爱喜剧搞错了。新 5,渡航,zh-CN,核空核散,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
果然我的青春恋爱喜剧搞错了。新 6,渡航,2026-01-15,果然我的青春恋爱喜剧搞错了新 6.epub,果然我的青春恋爱喜剧搞错了。新 6,渡航,zh-CN,筑城院,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
标题断章格林童话 Ⅸ 石竹花·下,甲田学人,2025-11-24,标题断章格林童话 Ⅸ 石竹花下.epub,标题断章格林童话 Ⅸ 石竹花·下,甲田学人,zh,reAct木子&amp;天使动漫,ePub制作组,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
櫻花莊的寵物女孩 01,鴨志田一,2025-05-23,櫻花莊的寵物女孩 01.epub,櫻花莊的寵物女孩 01,鴨志田一,zh-TW,,台湾角川,urn:uuid:5315c730-4f0f-40ae-8c34-b2eda2d71ee9
櫻花莊的寵物女孩 02,鴨志田一,2025-05-23,櫻花莊的寵物女孩 02.epub,櫻花莊的寵物女孩 02,鴨志田一,zh-TW,,台湾角川,urn:uuid:a373cd56-a253-44c1-8190-fa25cde3e5e7
櫻花莊的寵物女孩 03,鴨志田一,2025-05-23,櫻花莊的寵物女孩 03.epub,櫻花莊的寵物女孩 03,鴨志田一,zh-TW,,台湾角川,urn:uuid:0a232ada-65bc-4ed9-a42c-7d6fbee0d4aa
櫻花莊的寵物女孩 04,鴨志田一,2025-05-23,櫻花莊的寵物女孩 04.epub,櫻花莊的寵物女孩 04,鴨志田一,zh-TW,,台湾角川,urn:uuid:2d196a6b-3a39-4b81-9cb9-c2f6fd4fca4d
櫻花莊的寵物女孩 05,鴨志田一,2025-05-23,櫻花莊的寵物女孩 05.epub,櫻花莊的寵物女孩 05,鴨志田一,zh-TW,,台湾角川,urn:uuid:337aa7f9-9a65-4b83-adbe-2e7e309920ed
櫻花莊的寵物女孩 06,鴨志田一,2025-05-23,櫻花莊的寵物女孩 06.epub,櫻花莊的寵物女孩 06,鴨志田一,zh-TW,,台湾角川,urn:uuid:289f7197-0f5e-4bb1-abcc-cab6b27adc27
櫻花莊的寵物女孩 07,鴨志田一,2025-05-23,櫻花莊的寵物女孩 07.epub,櫻花莊的寵物女孩 07,鴨志田一,zh-TW,,台湾角川,urn:uuid:a905a5c5-308f-4d28-8ed1-5ead87fbdd27
櫻花莊的寵物女孩 08,鴨志田一,2025-05-23,櫻花莊的寵物女孩 08.epub,櫻花莊的寵物女孩 08,鴨志田一,zh-TW,,台湾角川,urn:uuid:bc781348-4add-41e7-a022-ca28c30312c8
櫻花莊的寵物女孩 09,鴨志田一,2025-05-23,櫻花莊的寵物女孩 09.epub,櫻花莊的寵物女孩 09,鴨志田一,zh-TW,,台湾角川,urn:uuid:cb3009aa-1299-4536-b0b9-043928a8956c
櫻花莊的寵物女孩 10,鴨志田一,2025-05-23,櫻花莊的寵物女孩 10.epub,櫻花莊的寵物女孩 10,鴨志田一,zh-TW,,台湾角川,urn:uuid:9ddc7061-fbae-4b0f-bdbb-6ac5e533a01d
死神さん、やさしく殺してキスをして (電撃文庫),松山 剛,2025-11-17,死神さんやさしく殺してキスをして 電撃文庫.epub,死神さん、やさしく殺してキスをして (電撃文庫),松山 剛,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,B0FXKHWSJS
求你别来管我啦 2 为什么她要来改写边缘人已经走完的高中生活,相崎壁际,2025-11-10,求你别来管我啦 2 为什么她要来改写边缘人已经走完的高中生活.epub,求你别来管我啦 2 为什么她要来改写边缘人已经走完的高中生活,相崎壁际,zh-CN,,,urn:uuid:93427566-c0de-4618-8506-279422842737
汝，爱上昏君吧 [第一卷],本条謙太郎,2026-01-04,汝爱上昏君吧 第一卷.epub,汝，爱上昏君吧 [第一卷],本条謙太郎,zh,,374260,https://www.bilinovel.com/novel/771.html?fromuid=374260
濃密なキスで繋がる俺とクラスメイト【石斑舞編】,膵槽,2025-08-05,濃密なキスで繋がる俺とクラスメイト石斑舞編.epub,濃密なキスで繋がる俺とクラスメイト【石斑舞編】,膵槽,zh-CN,,フランス書院,book-downloader: 1730616_001
灰原くんの強くて青春ニューゲーム 8,雨宮和希,2025-06-25,灰原くんの強くて青春ニューゲーム 8.epub,灰原くんの強くて青春ニューゲーム 8,雨宮和希,ja,,ホビージャパン,B0DPFTFNQR
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第一卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第一卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第一卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21955
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第七卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第七卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第七卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21954
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第三卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第三卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第三卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21957
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第二卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第二卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第二卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21956
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第五卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第五卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第五卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21960
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第六卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第六卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第六卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21959
灰原同学重返过去，开启所向无敌的第二轮青春游戏 第四卷,雨宫和希,2025-06-25,灰原同学重返过去开启所向无敌的第二轮青春游戏 第四卷.epub,灰原同学重返过去，开启所向无敌的第二轮青春游戏 第四卷,雨宫和希,zh,https://www.wenku8.net/book/3159.htm,HJ文库,calibre:21958
為美好的世界獻上祝福！17 ~為冒險者們獻上祝福~,暁なつめ,2025-05-19,為美好的世界獻上祝福17 ~為冒險者們獻上祝福~.epub,為美好的世界獻上祝福！17 ~為冒險者們獻上祝福~,暁なつめ,zh-TW,,角川书店,urn:uuid:26c5af9e-3200-4201-8d2f-0a3b480ea582
為美好的世界獻上祝福！9 紅之宿命,暁なつめ,2025-05-19,為美好的世界獻上祝福9 紅之宿命.epub,為美好的世界獻上祝福！9 紅之宿命,暁なつめ,zh-TW,,角川书店,urn:uuid:ec4a7a67-7be9-4886-a54f-26607701440d
為美好的世界獻上祝福！EXTRA 讓笨蛋登上舞台吧！2 後宮的天空,暁なつめ,2025-05-19,為美好的世界獻上祝福EXTRA 讓笨蛋登上舞台吧2 後宮的天空.epub,為美好的世界獻上祝福！EXTRA 讓笨蛋登上舞台吧！2 後宮的天空,暁なつめ,zh-TW,,角川书店,urn:uuid:0cdbb535-3f34-44c4-83d3-7a808948c431
為美好的世界獻上祝福！EXTRA 讓笨蛋登上舞台吧！3 為心懷美夢的公主獻上星空,暁なつめ,2025-05-19,為美好的世界獻上祝福EXTRA 讓笨蛋登上舞台吧3 為心懷美夢的公主獻上星空.epub,為美好的世界獻上祝福！EXTRA 讓笨蛋登上舞台吧！3 為心懷美夢的公主獻上星空,暁なつめ,zh-TW,,角川书店,urn:uuid:d0e85733-eafc-4157-ae9e-acffe70b0d2f
無知な幼馴染の10年後_1,雨音恵,2026-06-13,無知な幼馴染の10年後_1.epub,無知な幼馴染の10年後_1,雨音恵,zh-CN,,,
無職転生 ～異世界行ったら本気だす～ スペシャルブック,理不尽な孫の手,2025-05-19,無職転生 ～異世界行ったら本気だす～ スペシャルブック.epub,無職転生 ～異世界行ったら本気だす～ スペシャルブック,理不尽な孫の手,ja,,株式会社ＫＡＤＯＫＡＷＡ,04681934A12842400000
無職転生 ～蛇足編～2,理不尽な孫の手,2025-05-19,無職転生　～蛇足編～2.epub,無職転生 ～蛇足編～2,理不尽な孫の手,ja,,株式会社ＫＡＤＯＫＡＷＡ,04683328A16521200000
無職転生 ～蛇足編～3 ジョブレス・レッドカーペット,理不尽な孫の手,2025-06-25,無職転生　～蛇足編～3　ジョブレスレッドカーペット.epub,無職転生 ～蛇足編～3 ジョブレス・レッドカーペット,理不尽な孫の手,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,04684717A21342200000
爱依赖的她，成天泡在我房里 01,万屋久兵卫,2025-11-24,爱依赖的她成天泡在我房里 01.epub,爱依赖的她，成天泡在我房里 01,万屋久兵卫,zh-CN,,,urn:uuid:b8c1ed89-8ce0-4644-a608-6a1badb9f369
爱依赖的她，成天泡在我房里 02,万屋久兵卫,2025-11-24,爱依赖的她成天泡在我房里 02.epub,爱依赖的她，成天泡在我房里 02,万屋久兵卫,zh-CN,,,urn:uuid:fe372fbf-f2f0-4312-9236-b0cdef779fb3
爲美好的世界獻上祝福！1 啊啊，沒用的女神大人,暁なつめ,2025-05-19,爲美好的世界獻上祝福1 啊啊沒用的女神大人.epub,爲美好的世界獻上祝福！1 啊啊，沒用的女神大人,暁なつめ,zh-TW,,角川书店,urn:uuid:442c1329-5e86-415b-bfd2-f4c76ebc67d9
玩乐关系 1,葵关南,2025-08-11,玩乐关系 1.epub,玩乐关系 1,葵关南,zh,,,none
玩乐关系 2,葵关南,2025-12-28,玩乐关系 2.epub,玩乐关系 2,葵关南,zh,,,none
用催眠APP打造梦幻后宫生活 第一卷,みょん,2025-11-24,用催眠APP打造梦幻后宫生活 第一卷.epub,用催眠APP打造梦幻后宫生活 第一卷,みょん,zh,https://www.wenku8.cc/book/4031.htm,角川文库,calibre:977
电波女与青春男 BD短篇集合,入间人间,2025-10-31,电波女与青春男 BD短篇集合.epub,电波女与青春男 BD短篇集合,入间人间,zh,http://www.lightnovel.cn,轻之国度,urn:uuid:5208e6bb-5d25-45b0-a7fd-b97d79a85fd4
电波女与青春男 外传 8月×日 今夜星光必将灿烂,入间人间,2025-10-31,电波女与青春男 外传 8月×日 今夜星光必将灿烂.epub,电波女与青春男 外传 8月×日 今夜星光必将灿烂,入间人间,zh-CN,http://www.lightnnovel.cn,yyacgn,
电波女与青春男 外传 请让我回家,入间人间,2025-10-31,电波女与青春男 外传 请让我回家.epub,电波女与青春男 外传 请让我回家,入间人间,zh-CN,http://www.lightnovel.cn,yyacgn,
电波女＆青春男 01,入间人间,2025-10-31,电波女青春男 01.epub,电波女＆青春男 01,入间人间,zh,轻之国度,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 02,入间人间,2025-10-31,电波女青春男 02.epub,电波女＆青春男 02,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 03,入间人间,2025-10-31,电波女青春男 03.epub,电波女＆青春男 03,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 04,入间人间,2025-10-31,电波女青春男 04.epub,电波女＆青春男 04,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 05,入间人间,2025-10-31,电波女青春男 05.epub,电波女＆青春男 05,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 06,入间人间,2025-10-31,电波女青春男 06.epub,电波女＆青春男 06,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 07,入间人间,2025-10-31,电波女青春男 07.epub,电波女＆青春男 07,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 08,入间人间,2025-10-31,电波女青春男 08.epub,电波女＆青春男 08,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
电波女＆青春男 SF (一点点不可思议) 版,入间人间,2025-10-31,电波女青春男 SF 一点点不可思议 版.epub,电波女＆青春男 SF (一点点不可思议) 版,入间人间,zh,天使动漫,,urn:uuid:63adf839-bed4-41a5-9b05-76f5defd5688
男女の友情は成立する？（いや、しないっ!!） Flag 12. それでも、ずっとずぅ～っと一緒にいようねっ！ (電撃文庫),七菜 なな,2025-11-24,男女の友情は成立するいやしないっ Flag 12 それでもずっとずぅ～っと一緒にいようねっ 電撃文庫.epub,男女の友情は成立する？（いや、しないっ!!） Flag 12. それでも、ずっとずぅ～っと一緒にいようねっ！ (電撃文庫),七菜 なな,zh-CN,,株式会社ＫＡＤＯＫＡＷＡ,asin:B0FXWBMKM2
